name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
amsterdam,2021-06-28,22.8,16.6,19.9,22.8,16.6,19.9,17.4,85.9,0.605,100,25,rain,0,0,35,13.8,27.2,1013.8,90.3,14,184.9,16.1,8,,2021-06-28T05:20:52,2021-06-28T22:06:19,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-06-29,17.9,14.5,16.8,17.9,14.5,16.8,15.4,91.7,4.291,100,37.5,rain,0,0,31.9,20.2,341.4,1011.9,100,17.4,52.1,4.5,2,,2021-06-29T05:21:28,2021-06-29T22:06:05,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-06-30,15.2,12.7,13.9,15.2,12.7,13.9,12.7,92.7,6.548,100,95.83,rain,0,0,30.3,16.9,328.6,1012.4,100,15.4,39,3,2,,2021-06-30T05:22:06,2021-06-30T22:05:48,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-01,17,13.3,15.1,17,13.3,15.1,12.8,86,0.322,100,29.17,rain,0,0.6,32.1,23.6,277.5,1015,100,13.8,111,9.6,5,,2021-07-01T05:22:48,2021-07-01T22:05:28,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-02,20.2,14.4,16.9,20.2,14.4,16.9,13.9,83.8,0.028,100,12.5,rain,0,2,23.6,13.8,253.8,1016.6,75.3,19.7,244.5,20.9,10,,2021-07-02T05:23:31,2021-07-02T22:05:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-03,23.4,12.1,18,23.4,12.1,18,14.7,82.3,1.706,100,20.83,rain,0,0.6,29,18.7,126.7,1014.7,84.9,15,132.2,11.6,6,,2021-07-03T05:24:18,2021-07-03T22:04:39,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,F5767,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-04,22,14.9,18.2,22,14.9,18.2,15.6,85.6,2.074,100,37.5,rain,0,2.8,26,18.9,249.9,1009.8,93.6,21.7,164.2,14.2,10,,2021-07-04T05:25:07,2021-07-04T22:04:09,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-05,18.8,14.4,16.9,18.8,14.4,16.9,13.9,83,1.532,100,54.17,rain,0,4.7,32.4,20.7,188.5,1007.5,90.2,27.3,139,12,6,,2021-07-05T05:25:59,2021-07-05T22:03:37,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-06,19.6,15.7,17.8,19.6,15.7,17.8,13.4,76.4,2.424,100,41.67,rain,0,1.3,64,39.8,195.7,1003.6,88.9,31.7,164.8,14.1,7,,2021-07-06T05:26:53,2021-07-06T22:03:01,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-07,21.1,14.1,17.5,21.1,14.1,17.5,12.3,72.2,0,0,0,,0,0.1,43.3,23.6,216.1,1013.4,78.7,39.5,165.5,14.3,9,,2021-07-07T05:27:49,2021-07-07T22:02:22,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-08,21.6,12.6,17.4,21.6,12.6,17.4,13.2,77.3,0,0,0,,0,0,29,19.8,268.8,1020.1,70.5,34.9,240,20.9,9,,2021-07-08T05:28:48,2021-07-08T22:01:40,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-09,20.9,10.9,16.6,20.9,10.9,16.6,13.5,82.6,0,0,0,,0,0,26.4,19.4,283.7,1021.3,32.1,16.3,251.8,21.7,8,,2021-07-09T05:29:49,2021-07-09T22:00:55,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999,EHAM"
amsterdam,2021-07-10,21.2,12.6,17,21.2,12.6,17,13.9,82.9,7.33,100,8.33,rain,0,0,20.8,9.7,304.2,1017,93.1,11.4,115.6,10.1,6,,2021-07-10T05:30:53,2021-07-10T22:00:07,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-11,21.9,13.7,17.6,21.9,13.7,17.6,15.1,86.1,2.212,100,29.17,rain,0,0.1,26.7,19.3,306.6,1015.9,89.5,12.4,155.5,13.4,8,,2021-07-11T05:31:58,2021-07-11T21:59:16,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,F5767,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-12,23.1,14.1,19,23.1,14.1,19,15.7,82.6,1.286,100,20.83,rain,0,1.1,29.5,17.9,62.1,1011.5,99.5,18.7,149.1,12.9,8,,2021-07-12T05:33:05,2021-07-12T21:58:22,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-13,20.4,17.6,18.8,20.4,17.6,18.8,17.2,90.3,0.088,100,8.33,rain,0,2.7,29.1,20.4,355.6,1010.9,100,8.6,67.7,6,3,,2021-07-13T05:34:15,2021-07-13T21:57:25,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-14,19.5,16.8,18,19.5,16.8,18,16.7,92.5,0.162,100,12.5,rain,0,0.3,40.7,27.3,329.8,1011.7,100,10,79.2,6.7,2,,2021-07-14T05:35:26,2021-07-14T21:56:26,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-15,19.7,17.2,18.2,19.7,17.2,18.2,15.8,86,1.11,100,58.33,rain,0,0.2,44.6,28.5,353.7,1015.8,99.8,16.1,64.8,5.8,2,,2021-07-15T05:36:39,2021-07-15T21:55:24,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,C0449,06257099999,EHAM,D3248,06348099999,06249099999,06240099999,F5767,06275099999,06269099999,06235099999,06344099999"
amsterdam,2021-07-16,21,15.6,17.9,21,15.6,17.9,13.2,74.2,0,0,0,,0,0.4,36.6,23.2,341.7,1022.8,80.3,17.1,243.8,21.1,9,,2021-07-16T05:37:54,2021-07-16T21:54:19,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-17,24.1,13.3,19.4,24.1,13.3,19.4,14.5,75.3,0,0,0,,0,0,33.1,20.9,354.2,1026.2,19.2,29.8,275.9,23.9,8,,2021-07-17T05:39:10,2021-07-17T21:53:11,0.25,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999,06344099999"
amsterdam,2021-07-18,24.5,13.9,19.6,24.5,13.9,19.6,15.2,77.7,0,0,0,,0,0,34.8,23.7,322.5,1024.2,0,33.6,276.6,24,8,,2021-07-18T05:40:29,2021-07-18T21:52:01,0.3,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-19,21.8,13.8,18,21.8,13.8,18,13.3,75.3,0,0,0,,0,0,28.3,17.5,33.7,1022.5,48,34.2,175.2,15.2,8,,2021-07-19T05:41:48,2021-07-19T21:50:48,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,F5767,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-20,22.3,11.2,17.6,22.3,11.2,17.6,11.8,70.8,0,0,0,,0,0,23.8,11.2,67.4,1021.7,12.4,26.4,278.4,23.9,8,,2021-07-20T05:43:09,2021-07-20T21:49:33,0.37,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-21,24.2,13.7,19.3,24.2,13.7,19.3,13.4,71.3,0,0,0,,0,0,22.7,13.5,325.9,1023.2,27.1,23.1,253.3,21.9,9,,2021-07-21T05:44:32,2021-07-21T21:48:15,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,F5767,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-22,21.8,14.5,18,21.8,14.5,18,12.6,72.5,0,0,0,,0,0,29.6,17.7,8.1,1022.7,24.2,29.7,241.3,20.9,9,,2021-07-22T05:45:56,2021-07-22T21:46:55,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-23,20.9,14.3,17.5,20.9,14.3,17.5,13,75.7,0,0,0,,0,0,26.4,17.3,41.9,1018.6,62.6,33.6,149.8,13,8,,2021-07-23T05:47:21,2021-07-23T21:45:32,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999,EHAM"
amsterdam,2021-07-24,22.3,14.9,18.6,22.3,14.9,18.6,15.1,80.1,0.007,100,4.17,rain,0,0,28.3,17.1,69,1010.2,95.6,18.1,117.7,10.1,4,,2021-07-24T05:48:47,2021-07-24T21:44:07,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-25,23.5,16.7,19.5,23.5,16.7,19.5,16.7,84.6,5.959,100,54.17,rain,0,0,26.6,15.1,273.7,1007.7,91.1,15.5,133.9,11.5,9,,2021-07-25T05:50:14,2021-07-25T21:42:40,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-26,22.6,15.6,19.1,22.6,15.6,19.1,16.9,87.4,2.973,100,54.17,rain,0,0,31.1,21.1,204.9,1008.9,90.3,17.4,215.8,18.8,9,,2021-07-26T05:51:43,2021-07-26T21:41:11,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-27,21.4,16.4,18,21.4,16.4,18,15.8,87.5,9.152,100,58.33,rain,0,0,34.1,17.2,209.1,1010,99.1,14.3,121.7,10.5,6,,2021-07-27T05:53:12,2021-07-27T21:39:40,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,F5767,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-28,20.1,15.2,17.5,20.1,15.2,17.5,14.3,82.3,4.794,100,45.83,rain,0,0,53.3,38.6,211.6,1008,67.9,21.2,90,7.8,4,,2021-07-28T05:54:42,2021-07-28T21:38:06,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,F5767,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-29,20,13.7,17.1,20,13.7,17.1,11.5,70.2,5.127,100,29.17,rain,0,0,59.9,39.1,235,1008.9,55.3,29.4,267.8,23.2,9,,2021-07-29T05:56:13,2021-07-29T21:36:31,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,06348099999,06249099999,06240099999,C0449,F5767,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-30,21.1,13.4,16.8,21.1,13.4,16.8,12.7,77.2,5.357,100,33.33,rain,0,0,46,35.3,200.1,1006.6,81.6,28.7,98.1,8.4,4,,2021-07-30T05:57:45,2021-07-30T21:34:53,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-07-31,19.3,15.3,17,19.3,15.3,17,14.3,84.5,10.595,100,79.17,rain,0,0,51.6,34,251.7,1005.8,80.5,25.7,167,14.5,9,,2021-07-31T05:59:18,2021-07-31T21:33:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-01,18.4,12.7,16.3,18.4,12.7,16.3,13.8,85.8,3.667,100,33.33,rain,0,0,31.3,20.4,273.6,1009.3,82.3,24,95.4,8.1,5,,2021-08-01T06:00:51,2021-08-01T21:31:32,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,F5767,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-02,19.1,10.9,15,19.1,10.9,15,10.5,75.5,0,0,0,,0,0,30.9,16.8,304.7,1013.9,50.4,41.3,234.5,20.2,9,,2021-08-02T06:02:26,2021-08-02T21:29:49,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,F5767,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-03,19.1,10.5,14.8,19.1,10.5,14.8,11.1,79.6,0.454,100,8.33,rain,0,0,19.5,13.4,28.7,1013.9,87.5,41.5,181.5,15.7,8,,2021-08-03T06:04:00,2021-08-03T21:28:04,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,F5767,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-04,20.9,11.5,16.1,20.9,11.5,16.1,12.7,81.7,19.652,100,25,rain,0,0,26.3,18.6,54.4,1013.5,56.3,33,240,20.6,8,,2021-08-04T06:05:35,2021-08-04T21:26:18,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,06348099999,06249099999,06240099999,C0449,F5767,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-05,22.2,12,17.9,22.2,12,17.9,14.1,80.4,0,0,0,,0,0,25.5,14,122,1008.4,63.1,19.5,184.1,15.9,8,,2021-08-05T06:07:11,2021-08-05T21:24:30,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-06,20.4,17.3,18.8,20.4,17.3,18.8,14.6,77,1.237,100,25,rain,0,0,54.7,36.8,204.6,1001,92.7,33.2,95.9,8.2,3,,2021-08-06T06:08:47,2021-08-06T21:22:40,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,F5767,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-07,21.3,14.5,17.2,21.3,14.5,17.2,13.2,78.6,4.8,100,50,rain,0,0,41.7,26.7,187.7,1001.1,74.8,35.6,181,16,9,,2021-08-07T06:10:24,2021-08-07T21:20:48,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,D0247,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-08,19.6,15.1,16.8,19.6,15.1,16.8,13.6,81.8,6.337,100,79.17,rain,0,0,59.5,38.9,216.3,1005.2,91.8,22.9,129.8,11.4,8,,2021-08-08T06:12:01,2021-08-08T21:18:55,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-09,18.9,14.8,16.9,18.9,14.8,16.9,13.3,80.1,6.108,100,58.33,rain,0,0,53.3,33,212.4,1013,86.1,27.8,139,12,5,,2021-08-09T06:13:38,2021-08-09T21:17:01,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-10,20.7,14.6,17.3,20.7,14.6,17.3,13.6,79.4,3.273,100,41.67,rain,0,0,35.6,23.4,233.9,1015.2,60.4,30.7,186.5,16.1,9,,2021-08-10T06:15:16,2021-08-10T21:15:05,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-11,22.6,12.8,17.6,22.6,12.8,17.6,14.4,82.2,0,0,0,,0,0,28.9,16.7,218.2,1018.5,64.1,23.5,226.1,19.7,8,,2021-08-11T06:16:54,2021-08-11T21:13:07,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,06348099999,06249099999,06240099999,C0449,06269099999,06257099999,06344099999"
amsterdam,2021-08-12,22.5,13.9,18.3,22.5,13.9,18.3,14.8,81.1,0,0,0,,0,0,32,18.6,235.9,1019.1,84.7,26.2,208.3,18,7,,2021-08-12T06:18:32,2021-08-12T21:11:09,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999,EHAM"
amsterdam,2021-08-13,20.7,15.1,17.9,20.7,15.1,17.9,14.2,79.9,0,0,0,,0,0,40.2,29.4,235.5,1020.5,79.1,23,140.1,12.1,4,,2021-08-13T06:20:11,2021-08-13T21:09:09,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-14,21.5,15.1,18.3,21.5,15.1,18.3,14.6,80,0,0,0,,0,0,38,24.8,233.2,1019.8,75.1,24.7,206.2,17.9,8,,2021-08-14T06:21:49,2021-08-14T21:07:07,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-15,23.3,15.8,19.2,23.3,15.8,19.2,14.9,77.3,0,0,0,,0,0,42,33,234.2,1013.2,79.7,34.2,222.3,19.2,8,,2021-08-15T06:23:28,2021-08-15T21:05:05,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-16,18.2,14.8,16.6,18.2,14.8,16.6,11.9,74.2,4.098,100,33.33,rain,0,0,54.6,39.8,283.8,1011.2,91.2,27.1,106.7,9.1,4,,2021-08-16T06:25:07,2021-08-16T21:03:01,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-17,16.6,13.9,15.4,16.6,13.9,15.4,12.5,83.1,5.484,100,45.83,rain,0,0,42.6,26.4,266.2,1016.1,90.8,28,42.2,3.7,1,,2021-08-17T06:26:46,2021-08-17T21:00:57,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,F5767,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-18,19.3,15.3,17,19.3,15.3,17,14.2,83.7,0.138,100,25,rain,0,0,35.6,26.9,258.1,1014.6,98.8,39.3,77.4,6.6,4,,2021-08-18T06:28:25,2021-08-18T20:58:51,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-19,18.1,14.6,16.7,18.1,14.6,16.7,14.6,87.2,1.142,100,33.33,rain,0,0,31.5,20.7,245.4,1013.1,95.1,23.3,35.1,3.2,3,,2021-08-19T06:30:05,2021-08-19T20:56:44,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-20,21.6,13.7,17.7,21.6,13.7,17.7,15.2,85.9,0.927,100,25,rain,0,0,28,20.4,239.3,1015.6,82.4,21.4,139.9,12,6,,2021-08-20T06:31:44,2021-08-20T20:54:36,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-21,23,13.2,18.2,23,13.2,18.2,15.5,85.3,0.371,100,4.17,rain,0,0,19.2,14.1,124.8,1017.1,96.9,17.4,109.2,9.5,6,,2021-08-21T06:33:23,2021-08-21T20:52:27,0.46,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-22,19.3,16.3,18,19.3,16.3,18,16.6,91.9,19.153,100,87.5,rain,0,0,38.3,23.6,298.2,1014.7,97.8,17.4,73.5,6.2,4,,2021-08-22T06:35:03,2021-08-22T20:50:17,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-23,21.5,15.8,18.4,21.5,15.8,18.4,13.9,76.2,0.092,100,12.5,rain,0,0,37,23.9,19.6,1023.8,56.9,35.7,213.3,18.4,8,,2021-08-23T06:36:42,2021-08-23T20:48:07,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-24,21.1,14,17.4,21.1,14,17.4,13.6,79.2,0,0,0,,0,0,30.5,20.4,29.2,1028.5,48.3,36.7,202.5,17.5,7,,2021-08-24T06:38:22,2021-08-24T20:45:55,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,F5767,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-25,19.9,12.4,16.1,19.9,12.4,16.1,13.6,85.9,0,0,0,,0,0,31.2,22.4,341,1023.9,80.7,22.1,138.3,11.9,8,,2021-08-25T06:40:01,2021-08-25T20:43:43,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-26,18.9,14.5,16.4,18.9,14.5,16.4,12.5,77.8,0.32,100,37.5,rain,0,0,36.3,21.7,340.9,1016.5,86.4,28.9,94,8.2,5,,2021-08-26T06:41:41,2021-08-26T20:41:30,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-27,18.6,11.9,15.4,18.6,11.9,15.4,11.9,80.4,1.721,100,41.67,rain,0,0,49.2,28.1,341.6,1019.1,54.3,35.6,146.1,12.5,7,,2021-08-27T06:43:20,2021-08-27T20:39:16,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-28,20.1,14.6,17,20.1,14.6,17,13.5,80.4,0.333,100,16.67,rain,0,0,45.1,27.9,7.6,1021.2,88,31.8,122,10.6,7,,2021-08-28T06:45:00,2021-08-28T20:37:01,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,F5767,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-29,17.4,15.5,16.3,17.4,15.5,16.3,14.1,86.6,0.599,100,58.33,rain,0,0,42,23.8,348.5,1021,99.2,25.1,38.3,3.4,1,,2021-08-29T06:46:39,2021-08-29T20:34:46,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,06348099999,06249099999,06240099999,F5767,C0449,D0247,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-30,20.6,15.3,17.6,20.6,15.3,17.6,14.9,84.8,0,0,0,,0,0,38.4,22.2,1.1,1021.8,80.7,20.7,104.1,8.9,7,,2021-08-30T06:48:18,2021-08-30T20:32:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,F5767,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-08-31,18.6,12.6,15.8,18.6,12.6,15.8,13.1,84.8,0,0,0,,0,0,32.1,18.5,354.5,1026.1,70.7,20,67.7,5.9,3,,2021-08-31T06:49:58,2021-08-31T20:30:14,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06348099999,06249099999,06240099999,F5767,C0449,06269099999,06235099999,06257099999,06344099999"
amsterdam,2021-09-01,18.4,15,16.6,18.4,15,16.6,12.4,76.8,0,0,0,,0,0,22.8,11.1,353.5,1028.6,100,31,72,6.2,3,,2021-09-01T06:51:37,2021-09-01T20:27:57,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06348099999,06249099999,06240099999,F5767,C0449,06269099999,06235099999,06257099999,06344099999"
