name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Amsterdam,Netherlands",2018-01-11,6.8,5.1,6.1,6.7,3.6,4.7,5.6,96.8,0,0,0,,,,18.3,11.5,180.1,1016.8,69.6,3.4,8.9,0.8,0,,2018-01-11T08:46:24,2018-01-11T16:50:30,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-12,5.8,4,5,4.4,2.3,3.4,4.3,95.1,0.02,100,8.33,rain,,,17.5,10.4,127.7,1026.2,49.7,6.6,14.9,1.2,1,,2018-01-12T08:45:41,2018-01-12T16:52:00,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-13,5.9,3.1,4.5,3.2,-0.6,1.4,3.1,91.3,0,0,0,,,,30.7,20.3,110.4,1025,65.2,6.2,9.7,0.7,1,,2018-01-13T08:44:56,2018-01-13T16:53:32,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-14,4.6,1.3,3,1.7,-2.9,-1,0.5,84.3,0,0,0,,,,33.9,20.4,101.5,1020.6,42.9,9.9,24.4,2.1,1,,2018-01-14T08:44:07,2018-01-14T16:55:06,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-15,7.9,1.3,5,3.9,-3.6,0.2,3.6,90.9,12.68,100,54.17,rain,,,64.8,43,192.4,1002.7,71.5,7.6,4.4,0.3,0,,2018-01-15T08:43:15,2018-01-15T16:56:41,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-16,7,4.8,5.9,2.8,-0.5,1.2,1.9,75.6,3.5,100,50,rain,,,63.8,39.9,257,991.1,41.6,13.8,24.6,2.2,2,,2018-01-16T08:42:21,2018-01-16T16:58:19,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-17,6,3.1,4.8,1.6,-3.1,-0.7,0.4,73.8,1.9,100,62.5,rain,,,64,48.8,271.2,998.1,37,12.7,33.1,2.9,3,,2018-01-17T08:41:23,2018-01-17T16:59:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-18,9.7,2.5,5,4.6,-3.4,0.2,2.5,83.8,6.81,100,62.5,rain,,,116.7,83.5,248.3,996.5,48.1,11.3,14.3,1.2,1,,2018-01-18T08:40:22,2018-01-18T17:01:37,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-19,6,2.4,4,2.1,-1.3,0.3,1.4,83.4,5.36,100,62.5,rain,,,38.7,27.4,249.9,1005.8,39.6,14.7,27,2.3,2,,2018-01-19T08:39:19,2018-01-19T17:03:19,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-20,4,0.5,2.5,2.9,-3.3,-0.8,1.1,90.8,3.87,100,33.33,"rain,snow",,,29.2,17.2,208.2,1003.5,40.5,10.4,14.1,1.1,1,,2018-01-20T08:38:13,2018-01-20T17:05:02,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-21,6.7,1.5,3.5,5.3,-2.1,0.5,0.9,82.8,1.77,100,25,"rain,snow",,,31.5,25.9,244.5,1012,27.2,14.5,47.7,4.2,4,,2018-01-21T08:37:04,2018-01-21T17:06:46,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-22,7.9,2.2,5.8,4.9,-3,2.3,4.4,90.8,1.66,100,37.5,rain,,,37,23.9,245.8,1008.6,52.2,8.8,17.9,1.6,1,,2018-01-22T08:35:53,2018-01-22T17:08:31,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-23,10,4.8,7.6,10,1.9,4.3,6.1,90.6,0.91,100,33.33,rain,,,58,36.9,213.1,1017.7,62.2,10.2,14,1.1,1,,2018-01-23T08:34:38,2018-01-23T17:10:17,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-24,13.9,7.1,10.9,13.9,3.5,10.1,9.4,90.3,2.95,100,41.67,rain,,,69.5,48.3,215.3,1010.9,63.5,13.3,10.3,0.8,1,,2018-01-24T08:33:22,2018-01-24T17:12:05,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-25,9,5.7,7.5,6.1,2.9,4.3,5.8,89.3,3.76,100,12.5,rain,,,47.2,28.3,204.6,1010.5,32.7,12.7,27,2.2,2,,2018-01-25T08:32:03,2018-01-25T17:13:53,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-26,7.6,3.4,5.3,7.6,0.7,3.4,4.7,95.9,0.52,100,4.17,rain,,,19.5,13.5,205.3,1017.9,49.5,5.6,24.3,2.2,2,,2018-01-26T08:30:41,2018-01-26T17:15:42,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-27,7,2.3,5.2,3.7,-0.4,1.5,3.3,87.8,0.29,100,20.83,rain,,,58.2,39,206.5,1027.4,53.4,10.2,28.9,2.4,2,,2018-01-27T08:29:17,2018-01-27T17:17:31,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-28,10.5,7.6,9.3,10.5,2.8,6.4,8,91.6,0.35,100,8.33,rain,,,58.2,40.6,241.7,1027.1,55.1,11.1,22.1,1.9,1,,2018-01-28T08:27:51,2018-01-28T17:19:22,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-29,10.5,5.3,9.1,10.5,2.2,6.6,6.5,83.8,3.32,100,20.83,rain,,,61.8,47.3,252.6,1024.4,62.3,12.2,23,2.1,1,,2018-01-29T08:26:23,2018-01-29T17:21:13,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-30,7.1,2.9,4.6,3.6,-0.2,1.5,2.6,87.1,0,0,0,,,,32.6,22.8,230.4,1026.8,22.2,12.3,51.8,4.6,3,,2018-01-30T08:24:52,2018-01-30T17:23:04,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-01-31,9.5,3.5,6.5,5.4,-0.9,2.3,4.2,85.2,2.4,100,66.67,rain,,,59.9,42.6,228.7,1004.6,53,12,13,1,1,,2018-01-31T08:23:19,2018-01-31T17:24:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-01,6,3,4.4,1.7,-1.4,0.1,1.5,81.7,2.22,100,62.5,rain,,,43,29.2,240.3,998.3,39,13.2,32.7,2.7,3,,2018-02-01T08:21:44,2018-02-01T17:26:48,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-02,6.7,0.9,4.7,3.2,-1.5,1.2,2.6,86.5,3.18,100,50,rain,,,43.2,34.4,314.7,1002.6,47.3,13.4,29.2,2.5,2,,2018-02-02T08:20:07,2018-02-02T17:28:41,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-03,4.2,-0.3,2.4,2,-3.4,-0.8,0.9,90.3,1.19,100,45.83,"rain,snow",,,28.7,21.5,197,1007.1,47.1,13.1,31.4,2.4,3,,2018-02-03T08:18:29,2018-02-03T17:30:34,0.56,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-04,3.8,0.1,2,-1,-5.5,-2.6,-1.4,78.1,0.04,100,8.33,rain,,,51.9,36.2,85.9,1020.7,61.2,15.8,50.8,4.5,4,,2018-02-04T08:16:48,2018-02-04T17:32:28,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-05,2.9,-0.9,1.6,-1.3,-5.4,-3.2,-1.6,79.3,0,0,0,,,,37.5,25,64,1026.8,47,11.9,26.3,2.2,2,,2018-02-05T08:15:05,2018-02-05T17:34:21,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-06,1.1,-3.6,-1.5,-4,-8.4,-6.4,-5.4,75.7,0,0,0,,,,33.7,23.8,60.5,1017.4,4.8,13.3,72.4,6.3,4,,2018-02-06T08:13:21,2018-02-06T17:36:15,0.7,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-07,2.3,-5.4,-1.7,2.3,-8.9,-3.7,-5.8,74.6,0.04,100,16.67,snow,,,18.3,10.1,79.3,1018.2,11.6,13.1,77.9,6.8,4,,2018-02-07T08:11:35,2018-02-07T17:38:09,0.75,Snow,Clear conditions throughout the day with early morning snow.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-08,5.1,-1.4,1.3,1.8,-5.1,-2.2,-2,78.9,0.06,100,4.17,"rain,snow",,,23.1,22.1,175,1019.6,41.5,10.7,56.6,4.8,4,,2018-02-08T08:09:47,2018-02-08T17:40:03,0.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-09,2.1,-0.7,0.8,-2.7,-6.5,-4.3,-1.9,82.8,0.23,100,16.67,"rain,snow",,,43.9,28.5,166.4,1012.5,46,8.7,32.7,2.8,2,,2018-02-09T08:07:57,2018-02-09T17:41:56,0.84,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-10,6,0.9,3,2,-2.7,0,0.9,86.8,0.3,100,16.67,"rain,snow",,,47.5,33.4,200.1,1012.7,58.9,8.1,47.6,4.2,3,,2018-02-10T08:06:06,2018-02-10T17:43:50,0.88,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-11,6.7,2.9,4.7,1.5,-2.8,-0.5,1.7,81.2,1.99,100,62.5,rain,,,59.8,42.8,241.5,999.9,53.2,12.5,36.4,3.1,2,,2018-02-11T08:04:13,2018-02-11T17:45:44,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-12,5.5,1.5,3.2,1.3,-2.6,-1.2,-0.5,76.5,0.93,100,25,rain,,,43.9,30.5,257,1011.1,29.2,14.5,62.5,5.4,4,,2018-02-12T08:02:19,2018-02-12T17:47:38,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-13,6,-0.6,2.3,1.4,-6,-2.3,-1.8,75.1,0,0,0,,,,45.6,30.4,165.8,1011.1,4.2,15.4,86.3,7.4,4,,2018-02-13T08:00:24,2018-02-13T17:49:32,0.98,Clear,Clear conditions throughout the day.,wind,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-14,5.7,-1.6,2,1.2,-6.9,-3,-3.5,67.1,0.01,100,4.17,"rain,snow",,,43.9,34.9,147.1,1013.1,5.2,16.5,89.2,7.6,4,,2018-02-14T07:58:27,2018-02-14T17:51:26,1,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-15,9.4,1,4.3,5.7,-5.5,-0.2,2.5,88.6,1.52,100,37.5,"rain,snow",,,54.9,33.3,201.4,1010.5,47.7,8.1,20.4,1.7,1,,2018-02-15T07:56:28,2018-02-15T17:53:19,1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-16,7.7,-0.3,4.1,4.1,-2.1,0.8,1.1,81.4,0,0,0,,,,35.1,26.3,243.5,1023.5,10.8,12.5,79.8,6.8,4,,2018-02-16T07:54:28,2018-02-16T17:55:12,0,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-17,7.6,-1.3,2,6.1,-4,0.2,-1,81.5,0,0,0,,,,16.5,10.5,104.9,1024.3,7.7,10.5,75.1,6.5,3,,2018-02-17T07:52:28,2018-02-17T17:57:06,0.01,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-18,7.2,-2.4,1.9,4.4,-5.2,-1.2,-0.8,82.7,0,0,0,,,,21.6,17.1,151.6,1025.1,3.6,9.1,81.6,7,4,,2018-02-18T07:50:25,2018-02-18T17:58:59,0.03,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-19,3.1,0.6,1.9,0.7,-2.7,-1.3,-0.2,86.1,0.09,100,8.33,rain,,,21.3,15.5,149.6,1019.6,49.4,7.4,25.3,2.1,1,,2018-02-19T07:48:22,2018-02-19T18:00:51,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-20,4,-2.8,1,3.9,-5.2,-1.5,-1.3,85.2,0,0,0,,,,18.1,13.1,57.2,1020.1,14,6.9,36,3.1,1,,2018-02-20T07:46:18,2018-02-20T18:02:44,0.1,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-21,4.7,-2.9,0.7,1.6,-5.6,-2.6,-2.4,80.4,0,0,0,,,,26.4,17.6,40.1,1026.1,2.8,6.7,115.8,9.9,5,,2018-02-21T07:44:12,2018-02-21T18:04:36,0.15,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06249099999,06240099999,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-22,4,-2.2,0.6,-0.3,-7.3,-4,-3.7,73.6,0,0,0,,,,36.9,26.1,61.2,1025.6,2.3,11.3,125.7,10.8,5,,2018-02-22T07:42:06,2018-02-22T18:06:28,0.2,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-23,2.8,-2.4,-0.1,-2.5,-7.3,-5.2,-4.2,75.2,0,0,0,,,,43.6,29.6,67.9,1024,9.5,11.1,95.8,8.1,4,,2018-02-23T07:39:58,2018-02-23T18:08:20,0.26,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-24,2.9,-2.9,-0.3,-2.7,-9.8,-6.5,-7.4,59,0,0,0,,,,55,33.7,78.4,1026.5,2.1,15.5,105.3,9.1,5,,2018-02-24T07:37:50,2018-02-24T18:10:11,0.32,Clear,Clear conditions throughout the day.,wind,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-25,0.8,-4,-1.7,-5.2,-10.8,-8.1,-9.3,57,0,0,0,,,,44.4,29.2,72.3,1030.9,2.6,18.3,114.3,9.9,5,,2018-02-25T07:35:40,2018-02-25T18:12:02,0.37,Clear,Clear conditions throughout the day.,clear-day,"06260099999,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-26,0.1,-4.4,-2.7,-6.1,-11.3,-8.9,-8,67.8,0.03,100,12.5,snow,,,39.6,29.9,54,1031.2,28.4,17.8,105.2,9,5,,2018-02-26T07:33:30,2018-02-26T18:13:53,0.42,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"06260099999,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-27,-0.2,-5.4,-2.9,-4.9,-10.4,-8.1,-7.8,70,0.06,100,25,snow,,,29.6,20.1,59.8,1024.4,21.9,17.5,98.8,8.5,5,,2018-02-27T07:31:19,2018-02-27T18:15:44,0.46,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"06260099999,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-02-28,-5,-8.1,-6.3,-10.8,-17.8,-14.3,-10.7,71.5,0.07,100,8.33,snow,,,56.9,37.1,78.4,1021.7,29.5,12.4,81.8,7,4,,2018-02-28T07:29:07,2018-02-28T18:17:34,0.48,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-03-01,-1.8,-8,-5,-9.6,-17.9,-13.9,-13.2,53.3,0,0,0,,,,70.3,44.9,81.5,1009.9,11,14.6,71,6.2,3,,2018-03-01T07:26:54,2018-03-01T18:19:24,0.5,Clear,Clear conditions throughout the day.,wind,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-03-02,-0.4,-7,-3.8,-7.3,-16.6,-12.1,-12.4,52,0.33,100,16.67,"rain,snow",,,67.1,44.6,80.5,1000.3,10.4,12.4,104.4,9.1,5,,2018-03-02T07:24:41,2018-03-02T18:21:14,0.5,"Snow, Rain",Clear conditions throughout the day with rain or snow.,snow,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-03-03,0.8,-5,-2.1,-4.2,-12.2,-8,-8.6,61.6,0.07,100,4.17,snow,,,49,24.6,89.1,998,60.9,8.9,69.7,6,3,,2018-03-03T07:22:27,2018-03-03T18:23:03,0.52,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-03-04,10.6,-2,3.9,10.6,-6.8,0.5,0,76.3,0.63,100,12.5,rain,,,36,25.9,113.8,994.8,34,7.1,93.5,8,5,,2018-03-04T07:20:12,2018-03-04T18:24:53,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-03-05,10.8,3.5,6.6,10.8,-1,3.8,3.8,83,1.65,100,8.33,rain,,,46.8,28.9,175.8,992.7,30.2,11.7,126.8,10.9,5,,2018-03-05T07:17:56,2018-03-05T18:26:41,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-03-06,9,1.4,5.5,7.3,0,3.4,2.2,79.1,0,0,0,,,,23.9,17.2,170.5,991,24.5,12.7,73.8,6.3,4,,2018-03-06T07:15:41,2018-03-06T18:28:30,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
"Amsterdam,Netherlands",2018-03-07,10.3,1.6,5.9,10.3,-0.5,3.5,3.6,85.5,0.65,100,41.67,rain,,,25.6,19.4,163.6,994,46.9,8.5,93.5,8,6,,2018-03-07T07:13:24,2018-03-07T18:30:18,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2018-03-08,8.5,1.6,4.8,3.8,-1.8,0.3,2.6,86.3,6.72,100,37.5,"rain,snow",,,67.6,43.3,209.9,998,35,10.9,35.2,3.1,2,,2018-03-08T07:11:07,2018-03-08T18:32:06,0.71,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,06249099999,06240099999,C0449,06269099999,06257099999,06344099999"
"Amsterdam,Netherlands",2018-03-09,8.9,2.3,6.3,7.2,-1.6,3.4,3.3,81.8,0.39,100,20.83,rain,,,53,24.6,191,1004.5,39.2,12.3,131.4,11.3,6,,2018-03-09T07:08:50,2018-03-09T18:33:54,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999,06344099999"
